0.0119183697	0.9600727056	0.9801605603	0.8622862143	0.9774197996	0.7911659645	0.4875582568	0.8931496423	0.959885411	0.8945232319	0.0783933322	0.080760175	0.5277337202	0.9402543261	0.9019667909	0.6249934866	0.7844310035	0.7088952779	0.3043210428	0.8504252929	0.2537951713	0.8705251047	0.808611961	0.8417893819	0.1495630396	0.8769674404	0.9832733634	0.9613269771	0.7885728822	0.3769570502	0.7406675344	1
0.0119183697	0.9344126599	0.5512629706	0.8303485809	0.9876977907	0.6578402777	0.8398605198	0.2527931769	0.6596424146	0.9649691778	0.7036554673	0.8961773772	0.8925750146	0.8943543161	0.5425021833	0.9893546579	0.0715014034	0.8040528377	0.6150679441	0.6649449906	0.8706249895	0.8705251047	0.7581105506	0.4513177446	0.7796625185	0.6846766615	0.9911001144	0.6845162661	0.2434603227	0.6454252922	0.3924027944	1
0.0119183697	0.841096688	0.2837272225	0.6281513733	0.9012623279	0.8841446355	0.0265963944	0.8931496423	0.8124243714	0.846211256	0.9530338358	0.7775129677	0.5277337202	0.8700357422	0.9019667909	0.9893546579	0.0715014034	0.8040528377	0.6150679441	0.6649449906	0.8706249895	0.8705251047	0.7581105506	0.4513177446	0.7796625185	0.6846766615	0.9911001144	0.6845162661	0.2434603227	0.6454252922	0.3924027944	1
0.0119183697	0.9344126599	0.5512629706	0.1119900786	0.9876977907	0.6578402777	0.8398605198	0.2527931769	0.6835831778	0.9649691778	0.7036554673	0.8961773772	0.8925750146	0.8943543161	0.5425021833	0.7632651366	0.2858051242	0.8416840092	0.4805168137	0.9679627684	0.9961376785	0.7699347186	0.981949088	0.3200561781	0.8871232447	0.536268627	0.18220295	0.6590510133	0.8956014413	0.6404172303	0.9201550339	1
0.0119183697	0.3252547492	0.9801605603	0.1754177291	0.9012623279	0.9101339101	0.7370623683	0.9406158939	0.959885411	0.9562648823	0.9530338358	0.080760175	0.9609930708	0.6514754549	0.9019667909	0.6249934866	0.444463068	0.7088952779	0.3043210428	0.8504252929	0.2537951713	0.8705251047	0.808611961	0.8417893819	0.9749738826	0.8769674404	0.9832733634	0.9613269771	0.7885728822	0.3769570502	0.7406675344	1
0.0119183697	0.6188405488	0.9801605603	0.4084296563	0.9012623279	0.4997042525	0.8305772083	0.3631146863	0.5460863523	0.2944610271	0.9530338358	0.080760175	0.6673751749	0.8597286773	0.9019667909	0.9289655908	0.7859853323	0.2566699657	0.9507784487	0.8504252929	0.0139396142	0.9769794414	0.808611961	0.8417893819	0.9749738826	0.2531564412	0.2499967972	0.9613269771	0.7885728822	0.3769570502	0.7406675344	1
0.4120335537	0.7437320228	0.9801605603	0.5661949109	0.9012623279	0.8841446355	0.6660978352	0.8931496423	0.1239015075	0.4780248091	0.9530338358	0.7775129677	0.4785606017	0.9728211748	0.3923995795	0.6249934866	0.7859853323	0.7088952779	0.3043210428	0.8504252929	0.2537951713	0.8705251047	0.808611961	0.8417893819	0.9749738826	0.8769674404	0.9832733634	0.9613269771	0.7885728822	0.3769570502	0.7406675344	1
0.9318469684	0.5999472309	0.9801605603	0.8622862143	0.9012623279	0.4997042525	0.8637467319	0.5305012079	0.4972140648	0.6868250203	0.9530338358	0.3488839145	0.3809934265	0.9402543261	0.2880172021	0.9289655908	0.8192636564	0.7088952779	0.9507784487	0.8504252929	0.0139396142	0.9769794414	0.808611961	0.8417893819	0.9749738826	0.4117427313	0.9372971965	0.9613269771	0.2527092058	0.3769570502	0.7406675344	1
0.0119183697	0.5424419188	0.9801605603	0.5661949109	0.1072382952	0.8841446355	0.1516286728	0.3673727157	0.3147362533	0.4780248091	0.9530338358	0.7775129677	0.4785606017	0.8064494402	0.5195190741	0.9284787183	0.4737728317	0.8970962503	0.9968930824	0.7983329453	0.1187770486	0.8240752921	0.7120364581	0.265169377	0.7856712991	0.2101823274	0.9911001144	0.2354372231	0.6507450882	0.5362356167	0.97076058	1
0.0119183697	0.2680306677	0.9801605603	0.4084296563	0.9012623279	0.4997042525	0.8305772083	0.4503938412	0.959885411	0.6868250203	0.9530338358	0.080760175	0.9609930708	0.8597286773	0.9019667909	0.9289655908	0.7859853323	0.7088952779	0.4915332824	0.8504252929	0.1138552393	0.9769794414	0.7304071456	0.8417893819	0.9749738826	0.2531564412	0.9832733634	0.2631928535	0.7885728822	0.2505381634	0.7406675344	1
